,Churn,Item1,Item2,Item4,Item5,Item6,Gender,Age,Income,Marital,Children
9206,No,4,4,3,3,5,Male,24,87926.43,Never Married,4
9207,No,3,4,4,3,4,Male,53,90748.01,Married,1
9208,No,4,4,2,5,4,Male,88,41902.08,Widowed,3
9209,No,2,1,5,3,1,Female,52,71957.41,Never Married,0
9210,No,2,2,3,3,3,Female,75,32340.98,Separated,3
9211,No,2,3,3,5,3,Female,37,11793.4,Widowed,1
9212,No,4,4,5,3,4,Female,30,78411.45,Separated,3
9213,No,3,3,3,2,4,Female,60,18612.45,Married,0
9214,No,3,3,3,3,2,Female,81,61042.75,Married,3
9215,No,5,5,4,3,6,Female,78,33653.9,Married,2
9216,No,4,4,5,4,3,Female,63,85694.68,Separated,1
9217,No,2,2,2,4,3,Male,74,30439.25,Divorced,1
9218,No,2,3,3,2,4,Male,52,5663.69,Widowed,2
9219,No,2,2,4,2,3,Female,26,30136.17,Divorced,0
9220,No,4,4,6,1,4,Female,66,98836.2,Married,4
9221,No,3,3,3,3,3,Female,74,11369.93,Married,3
9222,No,3,3,2,4,3,Female,47,35476.64,Widowed,2
9223,No,3,3,4,4,3,Female,83,50518.01,Separated,1
9224,No,3,3,4,2,2,Male,50,36068.74,Widowed,0
9225,No,4,3,1,3,4,Female,82,87407.6,Never Married,1
9226,No,3,4,4,2,4,Male,75,31185.66,Separated,1
9227,No,2,1,4,4,2,Female,54,75034.41,Never Married,5
9228,No,4,4,2,6,3,Female,33,13633.24,Never Married,4
9229,No,3,4,5,3,3,Male,89,25484.55,Married,1
9230,No,4,5,5,2,5,Female,49,49708.08,Separated,3
9231,No,5,5,2,3,3,Male,70,29843.26,Widowed,2
9232,No,5,5,4,3,4,Female,73,55112.16,Widowed,1
9233,No,3,3,2,6,3,Female,35,163082.1,Separated,2
9234,No,3,3,4,5,2,Female,47,33241.87,Widowed,7
9235,No,2,1,4,3,4,Male,24,50542.54,Never Married,0
9236,No,2,3,4,1,4,Female,65,31205.95,Divorced,2
9237,Yes,2,4,4,3,3,Female,48,45157.11,Widowed,5
9238,Yes,3,3,3,5,3,Male,63,32525.69,Never Married,4
9239,No,4,3,3,6,4,Female,25,48299.76,Never Married,7
9240,No,3,4,2,4,4,Male,37,7312.21,Divorced,3
9241,No,3,4,3,4,3,Female,49,63536.48,Married,0
9242,No,4,5,3,4,4,Female,88,72518.47,Married,2
9243,No,4,4,4,3,3,Female,42,15550.44,Never Married,3
9244,No,3,3,5,3,3,Female,32,41512.12,Separated,5
9245,No,2,2,5,4,4,Female,35,16490.9,Separated,0
9246,No,4,3,3,5,6,Male,64,19398.68,Married,6
9247,Yes,3,3,3,4,2,Male,26,13391.68,Widowed,0
9248,No,3,4,3,2,3,Male,67,80593.06,Widowed,5
9249,Yes,4,3,2,3,3,Male,68,173978.0,Divorced,4
9250,No,5,4,2,5,3,Female,63,14944.48,Separated,0
9251,No,3,3,2,5,2,Male,20,50416.27,Widowed,0
9252,No,5,6,2,4,5,Nonbinary,20,20825.08,Widowed,0
9253,No,4,4,4,4,4,Male,21,49241.33,Divorced,6
9254,No,4,5,3,4,4,Female,75,18517.07,Never Married,3
9255,No,3,3,4,3,4,Male,45,35183.0,Widowed,0
9256,No,4,5,4,4,2,Female,84,53087.64,Never Married,4
9257,No,4,4,3,3,3,Male,53,18544.26,Divorced,0
9258,No,2,2,3,4,4,Female,81,16886.52,Married,0
9259,No,4,3,2,4,3,Male,47,95706.49,Divorced,1
9260,No,1,1,3,4,2,Male,77,34842.53,Separated,0
9261,No,1,2,4,4,3,Male,82,23936.18,Separated,3
9262,No,4,4,3,3,2,Male,42,9922.11,Divorced,3
9263,No,3,4,3,3,3,Male,69,40374.09,Separated,1
9264,No,6,6,4,4,3,Female,47,73916.66,Widowed,2
9265,No,3,3,1,6,3,Male,24,9397.93,Separated,5
9266,No,6,6,3,4,3,Female,50,45417.79,Never Married,0
9267,No,4,4,4,4,4,Female,60,12534.97,Never Married,2
9268,No,2,2,4,2,4,Female,46,48719.4,Widowed,3
9269,No,4,4,4,3,4,Male,80,20539.22,Divorced,0
9270,No,3,2,4,4,3,Female,74,47565.54,Widowed,1
9271,No,4,4,5,3,4,Male,22,12778.82,Widowed,1
9272,No,5,4,1,3,4,Male,51,17235.21,Widowed,0
9273,Yes,3,4,4,4,3,Female,57,50946.72,Never Married,0
9274,No,2,3,3,4,3,Female,39,84293.71,Separated,0
9275,No,2,2,2,3,2,Female,76,51864.36,Never Married,2
9276,No,5,4,4,3,4,Male,27,22112.77,Married,1
9277,No,4,5,4,4,4,Female,61,82071.68,Separated,2
9278,No,3,3,3,3,2,Male,24,26287.15,Never Married,0
9279,No,5,5,2,5,3,Male,49,92969.94,Separated,3
9280,No,3,4,4,2,5,Male,57,58610.33,Widowed,1
9281,No,3,4,3,4,4,Male,46,37065.62,Widowed,0
9282,No,2,3,3,3,2,Nonbinary,68,14441.87,Divorced,1
9283,No,4,4,4,3,4,Female,44,28619.23,Widowed,4
9284,No,5,5,2,4,5,Nonbinary,38,84731.3,Separated,2
9285,No,1,2,3,3,3,Male,23,68281.26,Widowed,3
9286,No,5,3,5,3,5,Nonbinary,25,15959.11,Divorced,1
9287,No,2,2,4,3,5,Male,48,14980.76,Never Married,3
9288,No,5,4,4,3,5,Female,40,17597.41,Divorced,0
9289,No,4,5,2,4,3,Male,59,19607.16,Separated,4
9290,No,2,2,5,2,4,Male,21,20977.35,Separated,3
9291,No,5,3,3,4,5,Female,47,57304.51,Widowed,4
9292,No,5,5,5,3,5,Male,51,81195.17,Widowed,0
9293,No,3,3,3,4,2,Female,51,19119.85,Never Married,6
9294,No,5,5,3,4,4,Female,20,146719.5,Married,4
9295,No,3,2,3,4,3,Male,35,58175.44,Widowed,1
9296,No,5,3,4,4,4,Female,36,47553.76,Separated,1
9297,No,3,4,3,4,4,Male,77,24188.94,Never Married,3
9298,Yes,1,1,3,4,2,Female,82,14510.63,Divorced,0
9299,No,5,4,4,3,4,Female,51,74771.86,Never Married,2
9300,No,3,4,4,4,3,Female,42,28725.65,Divorced,8
9301,No,4,4,3,2,4,Male,31,36315.32,Divorced,4
9302,No,2,2,4,2,3,Male,45,17236.85,Separated,0
9303,No,3,4,4,2,4,Female,54,32410.95,Widowed,2
9304,No,2,3,4,4,2,Female,79,21406.95,Never Married,2
9305,No,4,4,3,4,4,Female,19,25515.76,Never Married,3
9306,No,2,2,4,4,3,Male,31,17152.68,Married,0
9307,No,4,4,4,5,3,Male,24,20693.63,Never Married,1
9308,No,4,5,3,2,5,Male,67,23011.03,Never Married,1
9309,No,2,2,4,4,1,Male,43,25276.46,Divorced,2
9310,No,4,3,4,4,5,Female,89,34596.24,Divorced,1
9311,No,5,4,4,4,4,Male,37,43211.84,Divorced,4
9312,No,4,6,4,3,4,Male,69,63433.58,Married,6
9313,Yes,4,2,4,4,4,Male,46,1050.46,Divorced,1
9314,No,4,4,5,2,2,Male,30,3048.28,Widowed,5
9315,No,3,4,3,4,3,Female,72,41036.59,Divorced,0
9316,No,1,2,2,3,3,Male,73,14652.88,Married,1
9317,No,4,5,3,3,4,Male,75,13363.47,Married,3
9318,No,5,4,3,5,2,Male,74,62602.89,Never Married,0
9319,No,3,4,6,2,4,Nonbinary,42,65893.07,Divorced,3
9320,No,3,4,3,4,3,Male,85,19429.91,Married,1
9321,No,4,4,3,5,4,Female,41,13957.71,Widowed,1
9322,No,7,6,3,5,4,Male,37,4242.16,Separated,0
9323,No,4,3,5,2,4,Female,75,26248.17,Divorced,1
9324,No,5,5,1,3,4,Female,23,35021.69,Never Married,1
9325,No,4,4,3,5,4,Male,60,43230.88,Widowed,1
9326,No,4,3,5,3,4,Female,41,10297.22,Never Married,0
9327,No,2,1,4,3,1,Male,25,43716.35,Married,0
9328,No,5,4,4,2,4,Male,34,43342.37,Divorced,4
9329,No,3,3,4,4,3,Male,76,7828.87,Divorced,0
9330,Yes,4,4,2,3,4,Male,18,40174.74,Married,10
9331,No,2,2,2,5,3,Male,84,29511.28,Separated,0
9332,No,4,4,4,3,6,Male,46,82056.21,Divorced,3
9333,No,4,4,3,4,3,Male,25,27474.27,Never Married,0
9334,No,3,4,4,3,3,Female,43,20037.47,Married,0
9335,No,4,3,4,6,3,Female,75,52626.1,Never Married,0
9336,No,4,3,3,4,3,Female,35,123006.3,Widowed,1
9337,No,3,3,3,4,2,Male,41,27817.76,Divorced,4
9338,No,3,1,2,3,3,Female,19,23288.63,Separated,0
9339,No,3,4,4,3,4,Female,62,76573.56,Never Married,1
9340,Yes,2,2,5,4,3,Male,31,13085.77,Married,3
9341,No,4,3,4,4,3,Female,82,10480.49,Divorced,3
9342,No,3,4,3,3,3,Male,35,51630.69,Divorced,4
9343,No,4,3,5,4,5,Male,88,46016.66,Widowed,0
9344,Yes,3,3,1,5,2,Female,69,4436.83,Widowed,0
9345,No,4,5,4,3,3,Male,55,117683.5,Never Married,4
9346,No,2,3,3,5,4,Male,44,24200.77,Divorced,4
9347,No,4,4,3,4,4,Female,63,21430.63,Separated,4
9348,No,4,4,4,3,5,Male,25,163156.7,Widowed,4
9349,No,3,4,2,5,2,Male,73,24740.68,Divorced,0
9350,No,4,5,4,2,6,Female,42,12110.3,Never Married,2
9351,No,5,5,4,3,4,Female,71,53535.21,Widowed,2
9352,No,3,3,4,2,4,Female,40,15836.26,Divorced,3
9353,No,3,4,5,3,4,Female,78,29515.26,Married,1
9354,No,4,4,4,3,5,Female,29,33081.89,Divorced,1
9355,No,2,3,4,4,3,Male,78,3899.68,Married,2
9356,No,2,1,3,4,2,Female,74,17181.9,Widowed,0
9357,No,4,4,3,1,4,Female,67,15029.89,Married,0
9358,No,2,2,3,4,2,Male,34,9044.12,Never Married,1
9359,No,3,4,3,4,3,Male,79,56311.65,Widowed,0
9360,No,4,4,4,2,3,Female,77,36779.58,Separated,2
9361,No,5,5,6,2,6,Nonbinary,68,68398.85,Separated,1
9362,No,2,2,5,3,4,Female,80,65502.64,Separated,2
9363,No,4,4,4,3,3,Male,88,5070.36,Married,3
9364,No,3,3,4,2,4,Female,54,40554.25,Divorced,0
9365,Yes,4,2,5,2,4,Female,76,122765.4,Never Married,1
9366,Yes,3,3,4,4,4,Male,77,74732.97,Separated,5
9367,No,3,3,2,5,4,Female,27,10046.34,Never Married,4
9368,No,3,3,4,5,3,Female,76,52888.07,Married,2
9369,No,4,4,3,3,3,Female,23,36379.65,Separated,1
9370,No,3,3,3,3,2,Male,69,34943.9,Divorced,3
9371,No,3,4,4,4,4,Male,80,15954.73,Never Married,2
9372,No,4,4,3,5,3,Female,57,32456.55,Separated,3
9373,No,5,5,4,3,5,Female,55,8936.79,Divorced,10
9374,No,5,4,4,3,3,Female,57,42113.2,Divorced,0
9375,No,4,5,4,5,3,Male,53,18143.7,Divorced,0
9376,No,3,4,3,3,4,Male,77,13043.09,Separated,1
9377,No,3,3,4,4,2,Male,73,36812.71,Never Married,1
9378,Yes,5,6,3,4,3,Male,50,72830.82,Divorced,2
9379,No,4,3,2,4,4,Female,84,37630.22,Separated,6
9380,Yes,1,1,1,4,3,Female,44,56378.17,Married,0
9381,No,6,4,3,3,3,Female,65,34515.24,Married,3
9382,No,4,4,5,3,4,Female,33,35212.48,Married,0
9383,No,3,2,3,3,3,Female,50,28212.68,Widowed,2
9384,No,5,5,2,6,4,Female,48,37111.95,Separated,8
9385,No,4,5,2,3,4,Female,69,16125.03,Widowed,4
9386,No,4,3,3,4,4,Female,78,37261.09,Married,4
9387,Yes,3,3,3,4,2,Female,63,50927.0,Never Married,0
9388,No,6,5,5,3,4,Male,22,80295.4,Widowed,0
9389,No,4,5,4,3,4,Male,42,45373.95,Divorced,4
9390,No,3,4,3,5,4,Male,27,33599.19,Widowed,4
9391,No,4,4,4,4,3,Female,41,34754.46,Never Married,1
9392,No,4,3,4,1,5,Male,68,62554.29,Divorced,4
9393,No,4,4,2,5,1,Male,51,3710.56,Never Married,2
9394,No,3,4,3,4,3,Female,59,46489.09,Married,0
9395,No,3,3,5,2,3,Female,68,54955.31,Divorced,0
9396,No,5,5,6,3,4,Nonbinary,23,10626.38,Never Married,3
9397,No,2,4,4,2,3,Female,81,93425.87,Widowed,0
9398,No,3,4,4,5,4,Male,43,20823.33,Widowed,6
9399,No,4,4,3,3,5,Female,24,73912.54,Married,2
9400,No,3,4,5,2,4,Female,42,25678.29,Separated,0
9401,No,4,5,4,3,4,Male,39,38326.22,Divorced,8
9402,No,3,2,3,3,3,Male,82,53715.35,Widowed,0
9403,No,4,4,4,2,3,Female,79,45967.1,Married,1
9404,No,3,3,3,4,3,Male,46,94903.52,Married,0
9405,No,3,3,5,3,4,Female,58,22292.48,Married,2
9406,No,3,2,3,3,3,Female,55,54271.05,Widowed,3
9407,No,4,3,5,3,4,Female,79,61079.4,Divorced,3
9408,No,5,3,4,3,3,Female,23,28614.43,Never Married,4
9409,No,4,4,3,4,4,Male,48,22316.64,Separated,1
9410,No,4,5,5,3,4,Male,89,22524.43,Widowed,0
9411,No,4,3,4,2,3,Male,41,49987.27,Married,3
9412,No,5,5,4,3,4,Female,84,2635.94,Separated,0
9413,No,4,5,3,2,4,Male,72,30346.88,Widowed,5
9414,No,2,2,4,4,2,Female,55,123272.3,Separated,2
9415,No,4,4,2,4,2,Female,68,14339.8,Separated,0
9416,No,5,4,4,3,3,Male,67,22506.18,Separated,2
9417,No,3,3,5,2,2,Male,70,10514.57,Widowed,1
9418,No,4,4,4,3,4,Male,88,16658.68,Divorced,3
9419,No,3,4,2,5,3,Male,81,22319.36,Divorced,1
9420,No,3,3,4,3,3,Male,43,44276.29,Widowed,1
9421,No,4,5,1,4,4,Female,52,75686.61,Married,3
9422,No,5,4,4,3,4,Male,66,32080.56,Separated,2
9423,Yes,3,3,4,4,3,Female,73,36658.04,Separated,1
9424,No,5,4,3,3,5,Female,65,85566.49,Divorced,1
9425,No,4,4,3,5,3,Nonbinary,61,37363.3,Never Married,3
9426,No,4,5,2,5,3,Male,84,53439.45,Divorced,3
9427,No,4,4,3,3,5,Female,42,77398.45,Married,2
9428,No,3,3,3,4,3,Female,61,134967.2,Divorced,3
9429,No,3,3,1,5,1,Female,79,120895.0,Never Married,4
9430,No,3,2,4,4,3,Female,20,40700.25,Divorced,0
9431,No,4,4,2,4,3,Male,84,36517.36,Divorced,0
9432,No,2,2,2,3,2,Male,32,64864.98,Never Married,1
9433,No,4,4,3,3,4,Female,57,20639.23,Separated,3
9434,No,3,3,3,4,2,Male,30,39223.71,Separated,2
9435,No,3,3,3,2,3,Male,32,66665.33,Married,3
9436,No,3,3,3,4,3,Female,81,18531.6,Widowed,2
9437,No,5,4,2,5,4,Female,19,36206.69,Separated,1
9438,No,4,4,3,4,4,Male,30,13422.08,Married,2
9439,No,3,3,2,4,3,Female,21,17612.86,Separated,1
9440,Yes,5,5,2,5,5,Male,49,73198.38,Widowed,0
9441,No,4,4,4,2,4,Female,60,25429.84,Widowed,1
9442,No,4,5,2,4,4,Male,32,42197.7,Divorced,1
9443,No,3,3,4,4,5,Female,84,58578.06,Divorced,2
9444,Yes,3,4,4,3,3,Male,35,115029.8,Separated,2
9445,No,4,3,4,4,3,Male,20,47168.82,Married,0
9446,No,2,2,3,5,3,Female,35,22751.38,Never Married,2
9447,No,3,3,3,3,4,Male,40,74781.03,Separated,1
9448,No,3,4,1,4,2,Female,62,78317.27,Never Married,0
9449,No,6,5,4,3,4,Female,21,32855.71,Widowed,4
9450,No,2,1,4,4,2,Male,78,18050.48,Married,0
9451,No,2,3,4,5,3,Male,22,73017.82,Widowed,1
9452,No,4,4,2,5,3,Male,63,105644.8,Widowed,0
9453,No,4,3,5,2,4,Female,24,88325.38,Married,3
9454,No,2,3,4,3,3,Male,52,49513.67,Divorced,4
9455,No,5,4,1,3,2,Female,49,54592.6,Married,5
9456,No,2,2,2,5,2,Male,61,78187.08,Widowed,2
9457,No,2,1,3,6,1,Female,49,3780.35,Widowed,1
9458,No,5,4,2,3,4,Female,67,29281.6,Married,3
9459,No,4,4,3,3,4,Female,24,14692.76,Separated,2
9460,No,3,3,3,3,4,Male,48,13948.3,Never Married,0
9461,Yes,3,4,5,3,3,Nonbinary,74,35172.82,Widowed,2
9462,No,5,4,4,2,4,Male,36,97997.05,Divorced,4
9463,No,5,6,3,4,4,Male,56,51931.3,Never Married,4
9464,No,3,4,3,4,4,Male,70,52999.25,Divorced,1
9465,No,3,3,3,5,3,Female,37,38197.58,Separated,0
9466,No,3,4,4,2,4,Male,33,15208.9,Widowed,0
9467,No,2,3,4,3,4,Female,66,3789.83,Widowed,0
9468,No,3,3,5,3,3,Male,65,39445.92,Widowed,1
9469,No,2,3,3,4,4,Female,21,10719.01,Married,4
9470,No,4,5,3,3,3,Female,39,74220.0,Separated,1
9471,No,3,3,4,2,2,Male,52,16465.53,Separated,2
9472,No,4,4,4,4,4,Male,82,76807.33,Divorced,7
9473,No,5,4,3,4,4,Female,72,36886.47,Separated,4
9474,No,3,3,3,4,3,Female,76,55843.59,Never Married,1
9475,Yes,2,2,4,4,2,Male,55,16545.07,Divorced,2
9476,No,3,5,4,3,4,Nonbinary,28,78087.75,Never Married,0
9477,No,2,2,4,2,3,Male,34,47077.88,Divorced,1
9478,No,4,5,3,4,3,Female,74,20882.6,Separated,0
9479,No,5,4,2,5,5,Male,81,29711.23,Separated,0
9480,No,4,5,1,4,3,Male,61,44457.68,Divorced,0
9481,No,5,5,3,3,5,Male,39,36072.22,Married,9
9482,No,3,2,5,3,4,Male,18,18703.92,Never Married,0
9483,No,3,4,3,3,2,Female,78,13872.89,Never Married,4
9484,No,3,3,5,4,4,Female,51,75454.23,Married,3
9485,No,2,4,5,2,4,Male,22,57901.36,Separated,2
9486,No,2,2,5,3,3,Male,72,82584.2,Married,0
9487,No,4,4,2,5,3,Male,83,58733.26,Married,1
9488,No,5,3,3,6,3,Female,70,17906.48,Married,2
9489,No,4,4,3,3,4,Female,80,28492.27,Separated,1
9490,Yes,5,4,2,4,5,Male,69,15885.02,Divorced,3
9491,Yes,1,2,4,3,2,Male,34,34642.75,Widowed,3
9492,Yes,4,4,4,2,4,Female,38,25125.45,Widowed,1
9493,No,2,2,3,4,1,Male,72,42723.32,Divorced,0
9494,No,3,3,3,2,4,Female,45,13399.38,Widowed,8
9495,No,3,4,4,4,4,Male,83,45244.55,Widowed,3
9496,No,3,4,3,4,3,Male,88,20845.55,Married,0
9497,No,3,5,5,3,5,Female,30,74742.53,Separated,0
9498,No,5,3,2,5,3,Nonbinary,36,5951.1,Widowed,4
9499,No,3,3,2,4,3,Female,67,46323.88,Widowed,0
9500,No,2,2,3,5,2,Female,37,72185.15,Married,0
9501,No,3,3,4,3,4,Female,67,37460.94,Never Married,0
9502,Yes,2,3,3,4,4,Female,32,10570.54,Divorced,2
9503,No,4,4,5,4,4,Female,40,50455.61,Divorced,0
9504,No,4,4,3,5,4,Male,84,22688.87,Never Married,3
9505,No,2,2,3,3,3,Female,66,97499.39,Separated,2
9506,No,1,1,4,3,4,Male,79,56271.7,Divorced,0
9507,No,4,4,4,3,5,Male,85,58485.86,Married,1
9508,No,5,3,5,2,5,Female,36,31975.58,Never Married,4
9509,No,4,4,3,3,5,Female,44,20943.07,Never Married,1
9510,No,3,4,5,3,3,Male,30,52859.9,Widowed,1
9511,No,3,3,2,6,3,Male,27,9373.48,Never Married,2
9512,No,3,3,3,4,3,Male,68,41508.2,Never Married,3
9513,No,3,2,3,4,3,Male,62,27419.68,Divorced,2
9514,No,4,2,2,4,3,Male,38,13133.52,Divorced,0
9515,No,2,3,3,4,3,Female,31,11730.68,Married,2
9516,No,5,5,5,3,4,Male,38,30926.53,Never Married,1
9517,No,4,5,3,4,3,Female,54,26701.99,Married,0
9518,No,5,6,2,4,3,Male,84,45301.1,Married,4
9519,No,5,5,4,3,3,Female,67,64695.35,Widowed,2
9520,No,3,4,3,4,4,Male,52,18846.68,Widowed,1
9521,No,3,3,4,3,4,Female,74,29495.88,Widowed,4
9522,No,3,2,3,4,4,Female,71,20168.84,Separated,0
9523,No,4,4,5,2,5,Male,76,13088.68,Married,9
9524,No,5,6,2,3,5,Male,55,24408.14,Separated,5
9525,No,4,3,3,3,5,Male,27,5062.75,Separated,0
9526,No,4,4,5,3,5,Female,88,81187.28,Divorced,2
9527,No,4,4,4,3,3,Male,25,35159.56,Widowed,3
9528,No,5,5,3,4,4,Male,85,11700.78,Divorced,5
9529,No,3,3,2,5,4,Female,52,20845.37,Divorced,3
9530,No,4,4,4,3,3,Female,78,60088.68,Married,3
9531,No,4,5,1,6,2,Female,68,26983.6,Never Married,1
9532,No,4,4,4,3,4,Male,69,35405.96,Divorced,1
9533,No,3,2,4,2,4,Male,55,11203.52,Separated,3
9534,No,3,3,5,3,4,Male,24,10927.09,Divorced,1
9535,No,4,4,4,4,4,Male,58,58106.82,Separated,0
9536,No,4,3,3,5,2,Male,46,7563.51,Widowed,0
9537,No,3,3,4,3,4,Male,87,27817.23,Separated,3
9538,No,4,5,3,3,3,Female,35,26501.33,Widowed,1
9539,No,3,3,4,2,3,Nonbinary,42,11472.98,Widowed,1
9540,No,5,4,4,4,3,Female,27,21569.07,Widowed,0
9541,No,5,5,3,4,4,Male,71,20117.04,Never Married,1
9542,No,4,3,5,1,5,Female,56,37849.41,Married,3
9543,No,5,4,3,3,5,Female,80,102633.9,Never Married,4
9544,Yes,3,3,3,3,4,Male,63,33126.69,Divorced,1
9545,No,5,3,4,5,3,Male,80,5307.89,Never Married,3
9546,No,3,4,3,2,3,Female,25,84285.17,Never Married,7
9547,No,4,4,2,5,3,Nonbinary,23,45647.43,Widowed,3
9548,No,6,5,1,4,3,Male,39,48000.03,Separated,2
9549,Yes,4,4,3,5,4,Female,78,9901.54,Widowed,2
9550,No,6,6,3,4,5,Female,53,17580.02,Never Married,3
9551,No,4,3,4,1,5,Male,66,7266.18,Divorced,6
9552,No,4,5,3,4,3,Female,27,85299.46,Married,0
9553,No,4,4,4,2,5,Female,39,20396.58,Never Married,1
9554,No,2,2,5,1,3,Female,22,95374.34,Divorced,0
9555,No,4,4,3,2,4,Female,36,13561.91,Widowed,2
9556,No,2,3,3,4,3,Male,51,29258.96,Widowed,3
9557,No,4,5,3,5,2,Female,34,99071.31,Never Married,0
9558,No,4,4,5,3,4,Female,59,59794.64,Widowed,4
9559,No,2,3,4,2,2,Male,56,40426.46,Married,0
9560,No,3,4,2,5,3,Female,34,11872.63,Separated,1
9561,Yes,6,5,1,4,6,Female,43,47875.88,Separated,2
9562,No,5,3,1,4,4,Male,61,32418.66,Married,1
9563,No,4,4,3,2,4,Nonbinary,53,6148.24,Divorced,1
9564,No,3,4,2,3,3,Male,23,30689.2,Never Married,3
9565,No,4,4,2,5,3,Female,42,11319.45,Never Married,3
9566,No,2,2,4,4,5,Female,70,18840.87,Separated,0
9567,No,3,3,3,5,3,Male,37,40907.98,Widowed,0
9568,No,4,3,3,3,4,Male,63,15201.62,Separated,2
9569,No,4,3,4,5,4,Female,69,55779.85,Never Married,1
9570,No,4,3,2,4,3,Female,62,42608.15,Divorced,7
9571,No,5,3,4,3,4,Female,55,44717.94,Never Married,4
9572,No,4,5,3,5,4,Female,85,51302.57,Divorced,6
9573,No,2,2,3,4,2,Male,61,21804.87,Separated,1
9574,No,4,4,5,2,4,Male,57,79842.59,Married,0
9575,No,3,2,3,4,5,Female,75,32800.57,Widowed,5
9576,No,3,4,5,2,3,Male,64,18435.93,Married,1
9577,No,4,2,5,2,5,Female,46,38631.12,Separated,1
9578,No,5,4,3,4,3,Female,51,48667.37,Separated,2
9579,No,4,3,4,4,4,Female,33,49464.15,Separated,0
9580,No,2,2,4,4,1,Female,44,25727.59,Separated,0
9581,No,2,2,2,4,2,Male,60,15148.5,Widowed,1
9582,No,5,4,4,4,4,Female,19,18378.44,Divorced,3
9583,No,3,3,4,4,2,Male,81,28781.12,Widowed,1
9584,No,4,4,3,5,3,Female,54,30622.68,Divorced,0
9585,No,3,4,3,3,3,Female,24,3127.53,Widowed,10
9586,No,3,4,6,2,5,Male,29,26774.2,Widowed,9
9587,No,2,3,3,4,3,Male,67,33333.79,Never Married,1
9588,No,4,5,4,4,5,Female,60,30939.83,Married,4
9589,No,3,4,4,3,4,Male,66,9187.18,Widowed,4
9590,No,4,4,2,3,5,Male,56,10408.71,Separated,1
9591,No,4,4,4,3,3,Male,78,32835.55,Never Married,4
9592,No,5,5,3,5,4,Female,86,27069.07,Married,0
9593,No,5,5,3,4,5,Female,54,17391.03,Married,3
9594,No,4,4,2,6,3,Male,76,6798.07,Divorced,10
9595,Yes,4,4,4,2,5,Female,46,62785.86,Never Married,1
9596,No,2,2,3,2,2,Female,65,16462.33,Never Married,2
9597,No,3,4,3,5,2,Male,79,71846.74,Married,1
9598,No,4,4,4,4,4,Male,69,33603.17,Widowed,0
9599,No,4,4,5,2,6,Male,30,15978.58,Never Married,10
9600,No,4,3,4,3,4,Male,53,20880.14,Never Married,4
9601,No,1,2,3,3,2,Male,82,12891.9,Married,1
9602,No,4,4,4,2,4,Female,61,28122.28,Never Married,1
9603,No,3,3,3,4,1,Female,27,91852.43,Widowed,1
9604,No,3,4,2,3,5,Male,86,67650.26,Divorced,6
9605,No,4,3,4,3,3,Male,34,27006.97,Married,3
9606,No,3,4,5,3,3,Female,53,11645.59,Never Married,1
9607,No,2,3,4,2,3,Female,73,54703.41,Married,3
9608,No,4,5,3,3,4,Male,59,60081.33,Widowed,0
9609,No,4,4,4,4,5,Male,78,23467.12,Divorced,3
9610,No,4,4,2,4,3,Female,78,36901.27,Never Married,0
9611,No,2,4,3,4,2,Female,61,69043.68,Never Married,2
9612,No,3,4,4,4,3,Female,52,47563.06,Divorced,1
9613,No,3,4,3,3,3,Female,26,67402.55,Divorced,0
9614,Yes,3,3,5,2,4,Male,45,73691.96,Separated,2
9615,Yes,3,4,2,5,3,Female,40,130319.3,Widowed,3
9616,No,2,3,3,4,2,Male,20,53680.57,Widowed,3
9617,No,2,2,3,4,3,Female,88,13135.95,Never Married,1
9618,No,3,3,3,3,3,Female,59,40880.45,Married,1
9619,No,4,3,3,5,3,Male,36,68930.4,Married,1
9620,No,3,4,3,4,4,Male,22,58726.65,Widowed,1
9621,Yes,4,4,5,2,4,Male,75,47075.22,Separated,4
9622,No,3,3,5,3,4,Female,70,33502.78,Never Married,3
9623,No,4,5,3,5,3,Female,79,42222.25,Married,10
9624,No,5,5,3,3,3,Male,35,60405.56,Divorced,2
9625,No,3,2,3,5,3,Male,75,13111.46,Divorced,5
9626,No,3,3,4,3,3,Female,62,32250.13,Married,3
9627,No,3,2,4,3,2,Female,37,7670.8,Never Married,6
9628,No,4,5,3,2,5,Male,20,18366.04,Separated,0
9629,No,4,3,3,2,3,Female,46,32120.64,Separated,1
9630,No,4,2,2,5,1,Male,79,42180.72,Separated,0
9631,No,2,2,4,3,3,Female,54,19826.85,Divorced,7
9632,No,4,4,3,4,3,Male,52,37615.99,Separated,1
9633,No,5,5,6,3,4,Male,39,12142.88,Widowed,3
9634,No,4,4,4,4,3,Male,82,70308.97,Married,1
9635,Yes,4,5,5,2,3,Male,49,54831.62,Separated,2
9636,No,3,3,3,4,4,Female,43,30566.35,Widowed,4
9637,No,2,3,4,3,4,Female,60,12111.3,Divorced,3
9638,Yes,3,3,5,3,3,Female,60,10326.69,Separated,2
9639,No,2,2,4,3,3,Female,50,149952.7,Never Married,4
9640,No,4,4,4,4,4,Male,80,13665.54,Never Married,2
9641,No,3,3,5,3,3,Female,62,14551.58,Widowed,0
9642,No,3,5,4,5,2,Female,73,15411.74,Divorced,6
9643,No,1,1,4,3,4,Male,49,32424.01,Widowed,0
9644,No,3,4,5,4,2,Male,26,81108.99,Separated,2
